Time,SN,Config,VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),VF,I(am),LED_Channel,LED_DV,NTC,NTC,State
2024-8-15 8:31,1,C1234.ini,28.04,70.4,28.02,70.4,28.03, 70.4,28.03,70.4,28.04, 70.4,28.02, 70.4,0.00,0.0,0.00, 0.0,0.00, 0.0,0.00,0.0,0.00,0.0,0.00,0.0,6,0.02,21,21,正常
