时间,SN,工作模式,模式序号,执行顺序进度,最终扭矩,最终角度,监控角度,执行时间,拧紧结果状态,NG结果
2024-06-03 11:15:08,347587979,job模式,job[2]/Pset[4],[1/3],0.0049,208.5,208.5,1.275,拧紧不合格,系统急停
2024-06-03 11:15:10,347587979,job模式,job[2]/Pset[4],[1/3],0.0051,177.0,177.0,1.000,拧紧不合格,系统急停
